Textos_espanol,sdg
"Alrededor del 10,5 por ciento de ellos viven con el VIH. Datos a nivel nacional, sin embargo. A medida que la evidencia sobre la efectividad de los diferentes servicios y programas de tratamiento (programas de agujas y jeringas, terapia de sustitución de opiáceos, terapia antirretroviral y provisión de naloxona) sea más aceptada en los países, se espera que se implementen programas de servicios más específicos en la región. . La prestación de servicios de tratamiento psicológico se ha ampliado en algunos países de la región para responder a la demanda de tratamiento por consumo de estimulantes de tipo anfetamínico.",3
"A menudo se ha recurrido a asociaciones público-privadas con compañías de seguros sanitarios (AISS, 2013). El aumento del gasto público es primordial para mejorar la prestación de asistencia sanitaria. Financiar la expansión del sistema público de asistencia sanitaria mediante impuestos generales puede ser más eficaz para alcanzar la cobertura universal y aumentar la mancomunación de riesgos, dada la gran informalidad del mercado laboral y el elevado número de trabajadores autónomos.",3
"Así pues, los países deben buscar los factores subyacentes a las causas de la mortalidad infantil (Save the Children, 2009). Las causas directas pueden ser la neumonía y la diarrea, y las causas intermedias la salud mental, los servicios sanitarios, etc. Hay varios factores que contribuyen, por ejemplo, una mejor comprensión de las necesidades de los niños, un mejor comportamiento en la búsqueda de atención sanitaria y una mayor atención a una alimentación y nutrición adecuadas.",3
"Los servicios de atención comunitaria deberían ser de fácil acceso y permitir que las personas vivan en comunidades donde tengan sistemas de apoyo (amigos, familia, servicios sociales y servicios de atención médica) y oportunidades para trabajar, socializar y perseguir intereses. Cuando los centros de hospitalización psiquiátrica existentes están geográficamente aislados o son de difícil acceso, una transformación de su función para enfatizar la atención ambulatoria no ayudará a asegurar una atención de salud mental basada en la comunidad de alta calidad. Para que esto suceda, el Gobierno japonés tendrá que tomar una postura firme: en otros países de la OCDE donde se cerraron muchas camas e instituciones de hospital, estas eran de propiedad estatal, por ejemplo en los Estados Unidos y el Reino Unido, mientras que en Japón los hospitales son 90 % de propiedad privada. El gobierno japonés tendrá la difícil tarea de reducir la demanda de atención hospitalaria mediante la mejora de los servicios comunitarios y la reducción del incentivo para mantener las camas abiertas, mediante la reducción del reembolso de la atención hospitalaria. Sin acceso a la atención adecuada fuera del horario de atención, la atención hospitalaria es la opción predeterminada después de las 6:00 p. m., lo que puede generar admisiones de emergencia innecesarias.",3
"Anuncios gubernamentales recientes señalan la intención de brindar atención dental en algunos entornos de atención primaria. En la práctica, más del 55% de la población está exenta de cualquier costo compartido en el servicio público. Los pagos directos se realizan para aquellos servicios no cubiertos por el paquete de beneficios, incluida la atención dental y las consultas con especialistas en atención ambulatoria privada.",3
"Es importante destacar que también se examina el papel de las características y políticas específicas de los sistemas sanitarios para determinar su importancia a la hora de explicar la variación entre países en la calidad de la atención aguda por ECV. Examina la variación entre países en la práctica recomendada para la insuficiencia cardiaca y analiza si el grado de adherencia puede explicarse por las características y políticas del sistema sanitario. Estos datos ofrecen un panorama completo del gasto sanitario, el uso y los recursos de la asistencia sanitaria, los estilos de vida y los factores de riesgo, la calidad de la asistencia sanitaria y los resultados sanitarios. Las estadísticas que se refieren directamente a la atención y los resultados de la ECV y la diabetes constituyen la base del análisis estadístico presentado en este informe.",3
"Solo entonces la promesa de un mercado regional brindará un incentivo suficientemente realista para que las empresas originarias acepten que sus productos estén disponibles a precios asequibles en la región. También será importante que los países de la región acuerden la elección del productor o productores locales de cualquier medicamento. Dependiendo del estado de su patente en el país exportador, el productor genérico extranjero puede fabricar el medicamento bajo una licencia obligatoria y exportarlo bajo el sistema del borrador del Artículo 31 bis del Acuerdo TRIPS.",3
"Un análisis más profundo del volumen de actividad sugiere que las diferencias de gasto sanitario entre Italia y otros países europeos se deben a diferencias en la prestación de servicios sanitarios no agudos (Sassi, 2013). Si bien las diferencias en el volumen de servicios hospitalarios parecen limitadas entre países, el análisis apunta claramente a que los servicios comunitarios, de cuidados de larga duración y preventivos están infradesarrollados en Italia en comparación con otros países europeos. Como muestra la Figura 1.5, Italia tenía uno de los números más bajos de años de vida sana a los 65 años en 2011, con casi siete años libres de discapacidad para las mujeres y unos ocho para los hombres (en comparación con los 9,5 años para mujeres y hombres de media en los países de la OCDE). ",3
"En 2013/14, la tasa de días de cama de emergencia fue de 71 895 días de cama de emergencia por 100 000 habitantes. Desde 2008/09, la tasa ha mostrado una reducción constante. Tenga en cuenta que las cifras de 2013/14 son provisionales y es probable que sean ligeramente inferiores a la cifra final. La proporción de los últimos seis meses de vida pasados ​​en el hogar o en un entorno comunitario fue del 90,8% en el año que finalizó en marzo de 2014.",3
"Las responsabilidades de brindar servicios de atención de la salud difieren entre los municipios, según su nivel de desarrollo y capacidad administrativa. Este arreglo ha resultado en niveles y calidad de servicios muy heterogéneos, por ejemplo, alrededor del 30% de los municipios, en su mayoría en las regiones más pobres, no brinda atención médica urgente y el 8% de ellos no cuenta con un médico residente del sector público ( AISS, 2013). Este es un tema especialmente importante en Brasil dado su tamaño continental y las deficiencias de su red de transporte. Existe evidencia de que los procedimientos más sofisticados en gran medida no están disponibles para más de la mitad de la población sin planes de seguro privados, ya que principalmente son proporcionados por el sector privado (AISS, 2013).",3
"Enfermedades como la neumonía, la diarrea y el paludismo siguen representando alrededor de un tercio de las muertes entre los niños menores de cinco años, muchas muertes de menores de cinco años aún ocurren en niños ya debilitados por la desnutrición, y muchas mujeres embarazadas continúan enfrentando serias limitaciones para mejorar sus nutrientes. ingesta, especialmente en países de bajos ingresos (Naciones Unidas, 2015a, Fondo de las Naciones Unidas para la Infancia, 2013b). Estos desafíos se ven agravados por la urgencia de abordar el problema de las muertes neonatales. Asimismo, es importante analizar las limitaciones del sistema de salud que han frenado la eficacia de las intervenciones de políticas de salud para ayudar a avanzar hacia el logro de los ODM relacionados con la salud. Las políticas para ampliar el acceso al agua potable y al saneamiento básico (ODM 7, meta C) también han sido fundamentales para lograr los objetivos relacionados con la salud y se analizan en el capítulo V. La revisión de las intervenciones de políticas de salud va seguida de una discusión centrada en la limitaciones de los sistemas de salud y ejemplos de medidas que han permitido a los gobiernos superarlas. Temas más amplios de gobernabilidad e instituciones que también afectan las políticas de salud—y las políticas de desarrollo en general—se discuten en el capítulo VI.",3
"Durante el mismo período, la salud autopercibida ha empeorado, mientras que ha mejorado en la OCDE en su conjunto. Un aumento en la salud reportada por 1 unidad (por ejemplo, pasar de buena salud a muy buena salud) aumentaría la satisfacción general con la vida en aproximadamente un 5% en promedio en Finlandia. Otros determinantes importantes son el empleo y la libertad de elección en las actividades cotidianas.",3
"Una próxima revisión de la fórmula de capitación debería considerar la utilidad de introducir nuevas variables que reflejen los determinantes de la necesidad de atención médica, como la morbilidad, la mortalidad y las diferencias socioeconómicas en todo el país. El gobierno también puede ampliar los esfuerzos para dirigir hacia dónde se dirigen los recursos. De esta manera, la futura planificación del capital debe orientarse hacia la ubicación de los servicios más cerca de quienes más los necesitan.",3
"En el sector sanitario, las reformas han tenido como objetivo introducir más competencia. A pesar de los importantes cambios y de algunos efectos positivos, las reformas corren el riesgo de quedarse a medio camino entre un sistema centralizado de oferta y precios controlados por el Estado y un sistema descentralizado basado en la competencia regulada, lo que no proporciona incentivos suficientes para la prestación de servicios de calidad y el control del gasto. Los principales retos son completar la transición a la competencia regulada en la prestación de asistencia sanitaria, reforzar el papel de las aseguradoras sanitarias como agentes de compra y garantizar la contención de los costes en un sector sanitario cada vez más orientado a la demanda.",3
"Para reforzar la garantía de la calidad de la asistencia, la atención no debe centrarse únicamente en el número de profesionales, sino también en sus perfiles profesionales y en la calidad de su actuación en la práctica. Se han tomado varias medidas para reforzar la posición de los ciudadanos/pacientes, centrándose en la tramitación de las reclamaciones. Sería aconsejable que Turquía dispusiera de más información de dominio público sobre el funcionamiento de los servicios sanitarios, y que la recogida sistemática de las experiencias de los usuarios de los servicios sanitarios estuviera más extendida. Cabe esperar que se siga trabajando en registros específicos. Es prioritario optimizar el uso de los datos administrativos, prestando especial atención a la mejora del intercambio de datos entre el Ministerio de Sanidad y el SSI. Es aconsejable una política coherente sobre cómo reforzar la infraestructura de información turca para facilitar el uso de indicadores de calidad, abordando temas como la vinculación de datos, el uso secundario de los datos de los historiales médicos electrónicos y la garantía de la privacidad y la seguridad de los datos.",3
"Los modelos de atención colaborativa que utilizan atención escalonada son aún más rentables. Aquí es cuando la intensidad se intensifica solo cuando se demuestra que es necesario. A los pacientes se les ofrece primero una intervención que, si bien es probable que sea efectiva, es relativamente fácil de implementar y tiene un costo o efectos secundarios relativamente bajos.",3
"En respuesta, muchos países han puesto en marcha iniciativas sostenibles para mejorar el acceso a la atención sanitaria mental en general, así como a la atención especializada y la psicoterapia, por ejemplo Australia y el Reino Unido. Pero esto no es todo. No sólo hay muchas personas con un trastorno mental que no buscan tratamiento o no pueden acceder a los servicios de salud mental, sino que, entre las que lo hacen, una proporción muy elevada recibe un tratamiento inadecuado.6 Kessler et al. (",3
"Por lo tanto, la salud de los presos tendrá un impacto en la población en general. En última instancia, es probable que el elevado riesgo de tuberculosis en las prisiones afecte la carga de tuberculosis en la población general. En los países de ingresos altos, se ha estimado que el 8,5% (1 de cada 11 casos) de tuberculosis en la población general es atribuible a la exposición en las cárceles.",3
"Entre 2007 y 2013, las autoridades checas observaron un aumento de la prevalencia del consumo de metanfetamina de alto riesgo, incluso por vía parenteral. En 2014, Alemania notificó un aumento del consumo de anfetamina, mientras que Chipre, Finlandia, Portugal y el Reino Unido notificaron tendencias estables o a la baja. Se calcula que unos 1,8 millones de adultos jóvenes de Europa occidental y central de entre 15 y 34 años han consumido ""éxtasis"" en el último año.",3
"Si bien el control del VIH/SIDA y de las enfermedades infecciosas absorbió alrededor del 20% de los compromisos de AOD en la década de 1990 (12% y 8%, respectivamente), estos programas representaron el 51% de todos los compromisos en 2005-2006 (35% y 16%, respectivamente). En primer lugar, la lucha contra determinadas enfermedades (especialmente las enfermedades contagiosas) es un bien público global y, por tanto, requiere respuestas globales y eficaces. En segundo lugar, centrarse en una enfermedad específica puede movilizar la opinión pública y los recursos de una forma más eficaz.",3
"La legislación, que modifica la Ley de Drogas y Sustancias Controladas, establece criterios específicos que deben cumplir los solicitantes de una exención por actividades que involucren sustancias ilícitas en un “sitio de consumo supervisado” para que la solicitud de exención sea considerada por el Ministerio. de salud. Actualmente, Canadá tiene un sitio de consumo supervisado, pero Health Canada ha recibido solicitudes adicionales para el establecimiento de salas de consumo de drogas y actualmente están bajo consideración. En junio de 2015, la Corte Suprema de Canadá emitió su sentencia en el caso R. v. Smith relacionado con la definición de “marihuana” en el programa de cannabis medicinal del país que, hasta ese momento, limitaba el uso legal de cannabis. a â€œhierba secaâ€.",3
"Otro determinante es la sustitución del cuidado informal por un cuidado formal más costoso. Bajo el escenario de “envejecimiento saludable”, se permite que la curva de costos para los sobrevivientes se desplace hacia la derecha, posponiendo progresivamente los aumentos de gastos relacionados con la edad. Para los no sobrevivientes, se consideran dos efectos demográficos diferentes.",3
"Sin embargo, por una actividad preventiva como el chequeo general de salud se les paga una tasa adicional, lo que les incentiva a ofrecer este servicio. Se centra en la mejora de la salud y la reducción de las desigualdades sanitarias en cuatro ámbitos prioritarios: invertir en un enfoque que abarque toda la vida, abordar las principales enfermedades no transmisibles y transmisibles, reforzar los sistemas sanitarios y crear comunidades resilientes. Sin embargo, la mayor parte del contenido sobre la lucha contra las enfermedades no transmisibles se centra en la aplicación de declaraciones y estrategias ya existentes, como el Convenio Marco para el Control del Tabaco o la Estrategia Mundial sobre Régimen Alimentario, Actividad Física y Salud.",3
"Estos esfuerzos -reforzar la atención en la comunidad prestada por los municipios, aumentar los servicios especializados, incrementar los recursos destinados al sistema y hacer de la salud mental una prioridad política- sugieren que Noruega avanza hacia la consecución de un sistema de salud mental fuerte y completo. En cuanto a la recopilación de indicadores de la calidad de la atención de salud mental, Noruega también está haciendo progresos impresionantes en muchos aspectos. Noruega tiene la oportunidad de seguir reforzando la recopilación de datos y utilizarlos para mejorar los resultados, garantizar que todos los trastornos mentales reciben el tratamiento adecuado, asegurarse de que las responsabilidades de las autoridades sanitarias en materia de prestación de servicios están claramente establecidas y se cumplen, promover una mejor coordinación y garantizar una atención de salud mental de alta calidad en todo el país.",3
"La configuración actual de la mano de obra letona, que se expone en el capítulo 1, presenta una serie de retos, como la distribución geográfica de los profesionales sanitarios, el envejecimiento de la mano de obra, el reto de los ""bajos"" salarios y la emigración de los profesionales sanitarios, y de la necesidad de que la mano de obra se adapte para satisfacer las cambiantes necesidades sanitarias de la población. Dicho plan debe tener en cuenta las necesidades de formación, basándose en las tasas de jubilación previstas. Debe tenerse en cuenta la escasez geográfica de profesionales sanitarios, y Letonia podría considerar la posibilidad de orientar la contratación para la formación hacia las poblaciones de las zonas rurales e insuficientemente atendidas, que pueden tener más probabilidades de desear volver a ejercer en la zona (véase el apartado 2.2). También podría considerarse la posibilidad de ofrecer incentivos económicos a médicos, enfermeros, farmacéuticos y otros profesionales sanitarios para que presten sus servicios en zonas rurales, aunque hasta ahora los salarios más elevados en las zonas rurales no parecen haber animado a los especialistas a trasladarse. Otros incentivos, como el acceso a una gama más amplia de servicios, como el alojamiento y la atención infantil, pueden resultar más atractivos.",3
"Tal enfoque es crucial no solo porque la desigualdad tiene un impacto negativo en el crecimiento y crea tensión entre las comunidades, sino que también socava la democracia. Los pueblos indígenas han pedido que el marco posterior a 2015 se base en los derechos humanos. Esto es muy relevante ya que el derecho a la vida se interpreta en términos generales no solo como la protección contra el asesinato arbitrario, sino también como la creación de condiciones materiales en las que los alimentos, el agua potable y los medicamentos estén disponibles para todos.",5
"Esto significa que la cantidad total anual puede ser sustancial para las personas con bajos ingresos. Además, al igual que en la mayoría de los países, la odontología no está incluida en el paquete de beneficios de atención médica pública y está sujeta a copagos más altos, aunque todos los niños y adolescentes hasta los 21 años están completamente cubiertos (aumentará a 23 en 2019). Si bien Suecia tiene niveles muy bajos de gastos catastróficos debido a la utilización de los servicios de salud, algunas personas reportan problemas de accesibilidad financiera. Casi el 7% de las personas en el grupo de ingresos más bajos reportaron algunas necesidades insatisfechas de exámenes dentales en 2015, en comparación con el 3% del promedio nacional (Eurostat, EU-SILC).",3
"La mayor parte de los esfuerzos deben dirigirse a subsanar las lagunas de datos en la atención primaria; por ejemplo, debe reforzarse la recogida de datos sobre la variación de las enfermedades crónicas en la práctica general. Las enfermedades que más contribuyen a la desigualdad danesa en la carga de morbilidad, como la diabetes y la depresión, se tratan cada vez más en los centros de atención primaria (véanse el capítulo 2 y el cuadro 4.2). Por ello, la recopilación de datos en la atención primaria es una forma adecuada de supervisar los resultados sanitarios equitativos e informar las iniciativas para abordar las desigualdades existentes. La excelencia en la atención a las personas mayores es una prioridad en Dinamarca, y el seguimiento de datos sobre los resultados sanitarios y la prestación de atención sanitaria a grupos de población por edades contribuiría a garantizar esta prioridad.",5
"Como resultado de los ensayos de armonización, se estableció la iniciativa conjunta sobre normalización informática sanitaria mundial de las organizaciones de normalización (SDO) [6] entre seis SDO: ISO/TC 215[7], HL7 [8], CEN/TC 251 [9], CDISC [10], IHTSDO [11] y GS1 healthcare [12] para abordar y resolver los problemas acumulados a largo plazo en relación con lagunas, solapamientos y esfuerzos contraproducentes. La UIT y la Organización Mundial de la Salud (OMS) están reforzando la coordinación en áreas técnicas para la normalización de la sanidad electrónica y los usos de los protocolos de sanidad electrónica [17]. También presentan lagunas, solapamientos y esfuerzos contraproducentes, incluso en el caso de los grupos de colaboración conjunta.",3
"Aunque lejos de ser la única palanca, los flujos de financiación tienen una influencia significativa en la forma de los sistemas y servicios de salud, y podrían explotarse más en Gales. Se han establecido algunos fondos específicos para 2015-16: GBP 30 millones de fondos hipotéticos para desarrollar servicios de atención primaria en Gales, y GBP 20 millones para llevar adelante proyectos financiados por el Fondo de Cuidados Intermedios este año que han demostrado ser efectivos en todo el país. entornos comunitarios y agudos, vinculando la atención extrahospitalaria y la atención social para fortalecer la resiliencia del sistema de atención no programada. Ir más allá de esto, Gales podría considerar compromisos o ambiciones concretas, como establecer una expectativa de que un cierto porcentaje del gasto de la Junta de Salud se traslade de los hospitales y la atención secundaria a la atención primaria en los próximos 5 a 10 años, o presionar por niveles mínimos de inversión. de la planificación financiera de la Junta de Salud en la atención primaria y comunitaria.",3
"Letonia se está moviendo en esa dirección con un Plan de Desarrollo de la Atención Primaria de la Salud que se esfuerza por mejorar la calidad y la accesibilidad de los servicios de salud y mejora las actividades preventivas para evitar que las personas reciban una atención hospitalaria más costosa. Letonia ha demostrado que puede utilizar su fuerza laboral de manera innovadora para mejorar el acceso a la atención primaria, pero necesita fortalecer el papel que desempeñan los médicos de cabecera y otros profesionales de la salud en la promoción de la salud, en particular educando a los pacientes sobre el autocontrol de las enfermedades crónicas. La Sección 3.1 describe la estructura del sistema de atención primaria de salud de Letonia, la fuerza laboral y otros desafíos.",3
"En 1950-1955, el 54,2% de las personas mayores (de 60 años o más) vivían en países donde la esperanza de vida restante a los 60 años era inferior a 15 años. En 2010-2015 esa fracción se había reducido a sólo el 2,1% de la población de personas mayores. Por el contrario, antes del periodo 2005-2010, ningún país tenía una esperanza de vida a los 60 años superior a 25 años. En la figura 5 se muestran los cambios entre 1950-1955 y 2010-2015 en la distribuciÃ³n de la poblaciÃ³n mundial de edad avanzada segÃºn el nivel de esperanza de vida restante a los 60 aÃ±os.",3
"El desarrollo de la población y la gama cambiante de enfermedades entre la población), es una prioridad para la salud mental y las adicciones como lo es para la diabetes o la EPOC. De acuerdo con las expectativas de la Reforma de Coordinación, los municipios deben asumir la responsabilidad principal de la prevención y la intervención temprana en el curso de una enfermedad (Ministerio de Salud y Servicios de Atención de Noruega, 2009). También se incluyó la “prevención” como parte de los servicios que se esperaba que los municipios prestaran en el Plan de Escalamiento. Cuando se trata de abordar la salud mental, los municipios están en algunos aspectos bien situados para liderar los esfuerzos de prevención, dada su responsabilidad en la salud pública, los jardines de infancia y preescolares, la educación (hasta los 16 años), los servicios sociales y los servicios comunitarios, que son lugares clave para los programas de prevención e intervención temprana.",3
"Dado que Canadá solía imponer una regalía estándar del 4 por ciento del precio de venta neto del fármaco en su forma de dosificación final a un licenciatario del derecho a utilizar productos farmacéuticos patentados hasta 1992,639 y dado que la mayoría de los creadores de datos recuperarán la mayor parte de sus De todos modos, los gastos de I+D en los países desarrollados, una regalía que comprende los costos marginales de producción propios del productor genérico más 1-3 por ciento de estos costos, dependiendo de la capacidad de pago del PIB per cápita, parecería más que suficiente. Si bien dicho enfoque brindaría solo una aproximación de los costos reales de la I+D del originador, evitaría los costos de transacción y posiblemente los interminables litigios que podrían generar los modelos más complicados. Finalmente, también estaría limitado en el tiempo, por ejemplo a cinco años, durante los cuales el originador de los datos tendría derecho a reclamar una compensación.",5
"La incertidumbre sobre los futuros grupos de riesgo así como el altruismo relacionado con la salud contribuyen a una financiación pública más robusta. La financiación pública será más difícil de mantener cuanto mayor sea la variabilidad en el riesgo de enfermedad, mayor sea la proporción de la población que corre un alto riesgo de enfermedad y más costoso sea el diagnóstico y el tratamiento de la enfermedad. El papel del sector público en el seguro y la provisión de atención médica es significativo en todos los países desarrollados y más destacado en los países nórdicos que en la mayoría de los demás países. Por lo tanto, el mecanismo de precios no cumplirá su función de asignar recursos hacia y dentro del sector salud.",3
"Todos los productos del tabaco deben llevar advertencias sanitarias y mensajes que cubran al menos el 50 por ciento del empaque. Está prohibido fumar en lugares públicos e instalaciones de transporte público, incluidas áreas al aire libre, parques y parques infantiles. De acuerdo con la Ley, los instrumentos o equipos que se utilicen para el diagnóstico o la radioterapia deberán estar calibrados y sometidos a controles y aseguramiento de calidad periódicos.",3
"Estos esfuerzos ya se están utilizando para mejorar la calidad a través del establecimiento de objetivos, evaluación comparativa, informes públicos y gestión del desempeño. Estas reformas estructurales tienen el potencial de hacer importantes contribuciones a largo plazo a la productividad y eficiencia del sistema de salud. A medida que los países salen de la crisis, la futura agenda de políticas debe continuar mirando hacia estos cambios estructurales para brindar lecciones importantes para el futuro.",3
"Se mide por las tasas de mortalidad específicas por edad para determinadas causas de muerte (por ejemplo, asma por debajo de los 45 años). Sin embargo, no existe una definición universal, ya que la selección de las causas de muerte y los límites de edad suelen variar de un estudio a otro. Nolte y McKee (2008), así como Tobias y Yeh (2009), han propuesto diferentes listas de causas de muerte y límites de edad.",3
"El centro, ubicado en el Hospital Universitario de Dakar, también ofrece un programa de mantenimiento con metadona, servicios de tratamiento de la drogodependencia, programas de extensión y programas para el tratamiento de la infección por el VIH y la hepatitis para consumidores de drogas. Cabo Verde está poniendo a prueba una “ventanilla única” para drogadictos, un centro que ofrece múltiples servicios de tratamiento por abuso de drogas en un barrio vulnerable de la ciudad capital de Praia, promoviendo la implementación de un enfoque de tratamiento basado en la comunidad. En Kenia, después de que se abriera un centro de tratamiento de sustitución de opiáceos (conocido localmente como clínica de terapia médicamente asistida) en Nairobi en diciembre de 2014, se abrió un segundo centro en Malindi en febrero de 2015 y otros dos en Mombasa en septiembre de 2015.",3
"Por lo tanto, se puede considerar deseable tener en cuenta los factores particulares relacionados con algunas personas o algunos grupos, diseñando e implementando las políticas necesarias para facilitar mejores resultados de salud en los grupos que están en desventaja, a fin de reducir la desventaja. En este sentido, corresponde a cada sociedad o nación definir lo que considera deseable con respecto a la distribución de la salud y lo que la gente espera de sus gobiernos en términos del logro de esas metas. Un examen más detallado de estos temas está más allá del alcance de esta Nota. En pocas palabras, esta Nota argumenta que las grandes desigualdades en los resultados de salud, como las que existen en muchos países y entre países, son generalmente indeseables.",3
"Este hecho, unido a la subdesarrollada infraestructura de atenciÃ³n primaria de Corea, quizÃ¡ explique en parte el elevado nÃºmero de ingresos potencialmente evitables por determinadas enfermedades crÃ³nicas. Corea tiene una tasa de prevalencia de diabetes moderadamente alta y también una tasa elevada de ingresos por diabetes no controlada. En este sentido, la Figura 3.5 sugiere que el volumen de ingresos por diabetes no controlada en Corea es considerablemente mayor de lo esperado, incluso tras ajustar la prevalencia de la diabetes.",3
"El abuso del alcohol es una causa de presentismo. Las secuelas del consumo excesivo de alcohol incluyen incapacidad para concentrarse en el trabajo, deterioro del rendimiento laboral y de las relaciones con los compañeros, mayores riesgos para la seguridad y reducción del rendimiento global. Esto, a su vez, puede dar lugar a conflictos, quejas, pérdida de tiempo de trabajo y reducción de la productividad (OIT, 2012).",3
"Estas enfermedades crónicas representan una carga creciente en todos los países de la OCDE, y su mayor prevalencia se ha atribuido a una variedad de causas, incluido el envejecimiento de la población y factores del estilo de vida como el tabaquismo, la inactividad física y el consumo excesivo de alcohol. Los datos se refieren a 2008 para Turquía y 2007 para Australia, Japón y Nueva Zelanda. Los resultados de los países marcados con un “1” no son directamente comparables con los de otros países, debido a las diferencias en las escalas de notificación, lo que puede dar lugar a un sesgo al alza en las estimaciones notificadas.",3
"La tasa de letalidad más alta en este grupo de edad se refiere a la hospitalización por enfermedades del sistema circulatorio, con 10 muertes hospitalarias por 137 altas hospitalarias (7% de las muertes por caso). Las enfermedades del sistema circulatorio constituyen el 16% de todos los casos registrados de enfermedades y el 8% de los casos nuevos. Las enfermedades hipertensivas, las cardiopatías isquémicas y las cerebrovasculares representan, respectivamente, el 58,8%, el 24,6% y el 4,3% de las enfermedades del aparato circulatorio. La tasa de incidencia es mucho mayor en niños (35 000 por 100 000 niños en 2012) en comparación con la población general (12 000 por 100 000 habitantes en 2012).",3
"En parte, es probable que este aumento refleje la creciente incidencia de la diabetes, así como un mejor acceso a los cuidados de diálisis. No obstante, el creciente número de pacientes en diálisis también indica el potencial de reducción de la carga de la enfermedad mediante acciones preventivas eficaces dirigidas a reducir la incidencia de la enfermedad, así como una mejor gestión de la misma para minimizar el riesgo de complicaciones graves como la ESRF. La dependencia de la diálisis es mucho mayor en países como Grecia, Italia, Japón y Corea, donde más del 75% de los pacientes reciben este tratamiento.",3
"En particular, las provincias con tasas de utilización más bajas tienen un gasto más elevado por día y visita de paciente. Esta asociación negativa sugiere la existencia de una capacidad infrautilizada en algunas provincias y es coherente con otros datos (véase Adam et al 2008 para más información sobre el número de pacientes y las curvas de costes). Ambos muestran una asociación negativa entre el gasto por persona (no asegurada) y las tasas de utilización.",3
"Estos bajos niveles también se aplican al quintil de ingresos más bajos, donde la necesidad insatisfecha reportada se situó en el 0,1 % en comparación con el 4,1 % en la UE (2015). Por ejemplo, la parte mínima de los costos cubiertos es del 90 % para intervenciones urgentes y terapia intensiva, el 80 % para cirugía especializada, ortodoncia y otras ayudas, y el 70 % para productos farmacéuticos en la lista positiva cubierta por el HIIS. Los niños y estudiantes hasta los 26 años, así como los grupos vulnerables, están exentos de todos los copagos.",3
"No más del 40% de los fondos de SP pueden destinarse a recursos humanos, por ejemplo, y no más del 30% puede gastarse en productos farmacéuticos con un mínimo del 20% en actividades preventivas. Por ejemplo, Italia también se ha enfrentado a una situación comparable a la de México, con una variación significativa en la capacidad administrativa y de gestión entre regiones en un entorno mayormente descentralizado. Desde principios de la década de 2000, las regiones han podido obtener recursos adicionales condicionados a la mejora de la información sobre las actividades, los costos y los resultados de los servicios de salud.",3
"El gasto en asistencia sanitaria a largo plazo representa el 0,4% del PIB en Polonia y está totalmente financiado con fondos públicos. Este nivel, aunque potencialmente infradeclarado, es relativamente bajo dentro de la OCDE, pero similar al de otros países miembros menos prósperos (Figura 22). En 2008, aproximadamente el 0,9% de la población polaca mayor de 65 años recibió cuidados de larga duración en un entorno institucional, muy por debajo de la media de la OCDE del 4,2% (OCDE, 201 lb), lo que refleja una falta de oferta.",3
"La Junta reitera su opinión de que las medidas adoptadas en varios estados de los Estados Unidos para legalizar la producción, venta y distribución de cannabis con fines no médicos ni científicos son incompatibles con las disposiciones de los tratados de fiscalización internacional de drogas. La limitación del uso de sustancias controladas para fines médicos y científicos es un principio fundamental que se encuentra en el corazón del marco legal de fiscalización internacional de drogas y que no puede ser derogado. Independientemente de si son Estados federales o unitarios, todas las partes de las convenciones tienen la obligación legal de hacer efectivas y cumplir las disposiciones de la convención dentro de sus propios territorios.",3
"Ha habido racionalizaciones generalizadas del gasto en todos los sectores del sistema de salud y recortes permanentes en los salarios de los trabajadores del sector público, incluidos los de los profesionales de la salud, desde 2010, en un esfuerzo por reducir los costos. Estas presiones, combinadas con el hecho de que el gasto privado ya es alto (Figura 12) y es poco probable que pueda extenderse más, crean preocupaciones tangibles sobre la idoneidad de la financiación del sistema de salud, especialmente a largo plazo. En respuesta, el sector ha visto una serie de medidas basadas en evidencia destinadas a asegurar ahorros y mejorar la eficiencia (Cuadro 4). Sin embargo, a pesar de las enormes reducciones, el gasto actual en medicamentos recetados y de venta libre representa más de una cuarta parte ( 26%) de todo el gasto en salud, y se encuentra entre los más altos de la UE. Antes de la crisis, la alta capacidad privada combinada con el débil poder de negociación del fondo de enfermedad, los procedimientos de pago deficientes, la falta de protocolos/directrices clínicas y la falta de control del uso de las pruebas de diagnóstico por parte de los médicos crearon una estructura de incentivos que conducía al consumo excesivo y al despilfarro.",3
"Un sistema de atención primaria funcional en el que el médico de familia actúe como centro coordinador de la atención a pacientes complejos y garantice que los medicamentos y los regímenes de tratamiento se revisan adecuadamente a lo largo del tiempo contribuirá a garantizar que se atienden las necesidades de atención complejas derivadas de las enfermedades crónicas. Un buen ejemplo de programa comunitario en Corea es el proyecto de registro de Gwang Myeong, centrado en el tratamiento de la diabetes y la hipertensión (véase el recuadro 3.1). Este proyecto piloto está dirigido por el Gobierno Provincial de Gyeonggi y en él colaboran el Ministerio de Salud y Bienestar, el Centro Coreano de Control de Enfermedades, el Gobierno Provincial de Gyeonggi, el centro de salud metropolitano de Gwang Myeong, instituciones provinciales de atención médica y farmacias, y el centro de control de la hipertensión/diabetes mellitus.",3
